Date,Open,High,Low,Close,Volume
642,67.09,69.14,65.88,67.97,8796096
643,67.46,72.07,67.46,70.54,17916106
644,76.3,82.38,76.29,78.72,31000420
645,79.63,80.94,78.12,78.31,9091785
646,77.09,78.31,74.86,75.98,10480266
647,76.49,78.8,76.16,78.21,6775513
648,78.36,79.85,76.42,78.21,7569919
649,76.75,78.17,76.1,76.34,5301278
650,76.36,76.49,74.05,75.75,4774981
651,75.99,77.3,75.01,75.71,4498765
652,76.92,79.52,76.52,79.11,7796042
653,78.55,78.63,76.73,78.09,6406263
654,77.01,78.05,76,76.95,5445269
655,76.78,81.21,76.29,80.51,9162668
656,80.18,91.75,79.78,88.09,25072217
657,87.32,88.48,86.1,87.25,8028888
658,86.28,88.25,84.54,86.69,7208944
659,85.71,88.75,85.22,88.03,6901940
660,88.28,89.53,86.26,86.4,6871533
661,86.09,86.28,83.04,83.11,6547411
662,83.09,83.51,81.06,81.29,6630696
663,82,83.25,81.2,82.13,5950884
664,81.41,83.77,80.98,83.26,6158890
665,84.27,85.46,83.93,85.26,4678033
666,84.63,84.64,82.45,82.85,4357060
667,82.74,83.12,81.25,81.76,4375446
668,81.44,82.74,81,81.73,5635315
669,82.21,83.65,81.8,83.42,7834271
670,82.9,82.9,80.5,80.81,4728763
671,83.16,84.5,81.21,81.41,6000730
672,81.4,82,80.02,80.77,5742509
673,80.6,80.81,78.02,78.03,8316868
674,77.34,80.72,77.08,79.19,8071381
675,82.25,83.75,78.85,81.16,9490558
676,80.76,81.96,78.99,79.04,5821866
677,80.01,80.22,76.15,76.74,9444635
678,75.27,79.8,75.1,79.51,7813602
679,78.81,79.6,76.62,78.3,6480318
680,76.86,79.88,76.3,77.34,8981098
681,76.8,79.63,76.67,78.73,13096941
682,77.68,78.24,71.24,71.54,13171054
683,73.08,77.5,70.08,76.5,12399779
684,80.12,86.77,76.5,81,14787482
685,81.13,81.63,74.32,74.93,7039010
686,75.79,76.29,70.77,71.76,8596842
687,72.3,73.65,68.94,69.96,9404979
688,70.66,72.75,70.01,72.08,6073563
689,69.52,71.05,68.08,70.7,6747026
690,68.41,69.37,61.32,63.35,12007527
691,65.84,73.12,65.32,72.76,13056006
692,71.78,71.99,68.41,69.58,9624012
693,67.63,68.96,65.41,67.36,8727473
694,69.42,70.95,66.59,67,11252031
695,64.06,65.89,60.47,65.23,13386107
696,65.79,66.43,58.5,58.52,12756859
697,55.64,62.75,55.35,61.02,14325578
698,61.97,63.5,56,56,13932391
699,52.99,59.75,51.05,56.25,18029891
700,58.96,62.21,57.37,62.02,11201497
701,63.5,64,54.8,55.86,17309351
702,54.46,54.69,48.35,48.72,16260513
703,46.4,50.7,43.39,50.29,22084990
704,48.83,62.33,48.41,50.65,12951344
705,52.17,53.1,49.91,52.97,8452414
706,51.86,52.95,49.92,50.23,8676681
707,50.05,52.47,47.9,49.99,19513189
708,43.37,50.91,43.31,50.32,32606479
709,44.75,52.32,44.5,48.96,19607411
710,49,52.59,48.43,49.58,11766609
711,51.5,56.3,49.07,56.04,14843415
712,55.53,59.79,54.52,56.89,15211941
713,58.76,59.89,55.08,56.71,11128565
714,56.01,57.25,55.01,57.24,8536177
715,56.35,57.25,55.02,55.77,7170076
716,57.16,58.73,55.22,58.45,7663995
717,57.47,58,51.62,51.98,11501261
718,49.8,51.04,46.3,47.22,15491598
719,47.76,49.79,47.01,49.21,7439842
720,49.98,50.68,46.86,48.46,8986388
721,47.1,48.06,44.81,46.3,9940491
722,43.99,45.44,40.9,41.56,14773108
723,41.4,45,38.48,44.93,16938605
724,43.61,44.5,41.5,41.75,11949631
725,39.91,41.26,39.07,39.69,10713611
726,39.73,40.66,36.08,38.44,15055101
727,37.97,39,35.75,35.84,12522743
728,35.29,39.72,34.68,35.03,18425739
729,36.39,39,35.72,37.87,15045084
730,38.79,43.44,38.7,42.5,14552647
731,42.09,42.89,39.61,42.19,13015730
732,40.87,44,40.29,43.96,13444906
733,44.03,44.1,42.22,42.7,3687472
734,42,43.26,40.38,40.47,11180495
735,41.39,41.71,38.82,41.19,8726257
736,40.16,45.88,40.05,45.21,15678965
737,45.94,50.5,45.75,47.32,19790396
738,45.89,48.49,43.3,48.26,14610584
739,49.15,52.14,47.36,51.41,10943820
740,49.81,54.48,49.7,51.25,13321434
741,51.46,51.5,48.34,49.7,7755032
742,49.33,50.49,48.17,48.25,7586764
743,47.52,51.38,47.52,51.25,8667005
744,50.65,50.95,48.15,48.85,7286552
745,49.62,52.96,49.29,52.63,8864253
746,52.26,54.77,51.53,53.18,9187364
747,53,54.85,51.2,52.08,7518601
748,51.59,52.99,50.92,51.56,11058816
749,51.6,52.15,48.47,49.84,8926146
750,50.12,51.61,50.12,51.08,5847245
751,51.66,51.95,51.01,51.44,1649848
752,53.79,53.95,51.55,51.78,6850793
753,51.43,51.77,48.56,49.4,6508845
754,49.51,51.21,48.74,50.76,6601901
755,50.74,51.69,49.91,51.28,7792434
756,51.35,54.53,51.07,54.36,7296667
757,55.73,55.74,53.03,54.06,9511716
758,54.55,58.22,53.75,57.36,11084415
759,56.29,56.95,55.35,56.2,7942750
760,54.99,57.32,54.58,57.16,6580585
761,56.92,57,54.7,55.51,6685301
762,54.12,54.3,50.87,51.92,9557314
763,50.96,53.29,50.75,51.45,7884933
764,50.1,50.1,48.14,48.49,10452769
765,48.56,52.23,47.63,51.44,11620849
766,51.8,52.33,49.53,51.59,8259583
767,50.75,51.7,48.27,48.44,6767347
768,49.31,50.69,48.25,50.54,5831711
769,49.42,50.88,48.26,49.94,7133910
770,48.9,51.42,48.45,50.63,5801524
771,50.18,50.89,48.52,49.63,7156982
772,49.3,50.42,47.72,48.44,8740421
773,49.72,51.49,48.97,50.36,8060898
774,49.96,51.85,49.14,50,18147983
775,57.36,59.74,57.24,58.82,39799962
776,58.57,62,58.13,61.15,19326536
777,60.87,64.2,60,63.59,14696983
778,63.38,63.44,60.83,61.06,13730438
779,61.15,63.81,60.63,63.18,10172002
780,63.18,67,63.18,66.55,12051276
781,66.56,67.36,65.38,66.71,9445965
782,66.15,67.23,63.07,63.31,10702601
783,63.1,64.9,62.25,64.35,8350896
784,63.25,64.25,61.71,63.96,8098434
785,63.97,64.68,62.87,63.26,4131523
786,61.67,62.65,61.18,61.67,7126838
787,62.27,62.78,60.52,62.35,7367266
788,62.84,64.18,61.67,61.95,6771257
789,61.07,64.15,60.84,63.86,9354863
790,64.16,64.91,61.52,61.71,7336458
791,61.97,66.1,61.89,65.6,10273856
792,64.9,65.75,62.82,63.71,9122419
793,64.12,64.73,62.34,62.34,7276619
794,61.26,65.08,60.94,64.79,11494196
795,63.94,65.52,61.51,61.99,10513858
796,62.75,63.29,61.3,61.7,9697477
797,62.8,65.79,62.4,64.81,11960837
798,64.12,65.8,63.6,64.77,11771989
799,65.2,65.5,59.82,61.69,15094727
800,62.2,64.03,60.15,60.49,13564557
801,62.49,65.9,61.78,65.71,15437461
802,66.24,69.37,65.27,68.54,13889182
803,68.35,69.87,67.25,69.58,11351809
804,69.64,69.74,67.53,68.63,8903580
805,68.56,69.3,66.68,66.98,9437238
806,67.37,71.7,67,71.35,11910404
807,70.97,73.91,70.13,71.25,10404576
808,71.4,71.91,69.24,70.1,8819453
809,70.39,70.89,69.08,69.96,8469588
810,71.36,75.61,70.7,75.58,8613864
811,74.85,75,72.31,72.81,7459484
812,73.09,73.95,69.84,72.4,7897334
813,73.47,74.98,72.64,73.69,6659748
814,71.61,72.29,70.1,70.52,8571349
815,70.4,71.67,69.75,71.44,8378604
816,72.61,74.5,72.12,73.44,8923797
817,73.02,75.09,71.71,73.5,7048900
818,73.63,77.24,73.44,76.34,11069015
819,76.42,78.32,75.5,78.17,5810612
820,77.26,78.36,76,77.99,5758168
821,76.97,77.08,74.88,75.51,5751060
822,75.93,77.11,74.57,76.98,5653014
823,77.51,80,77.26,79.77,7082960
824,79.84,79.97,77.85,78.94,6214392
825,78,79.46,76.94,77.22,6165530
826,75.5,75.81,73.51,74.71,9414387
827,75.33,77.48,75.16,77.25,7469329
828,76.78,78.72,75.88,78.05,7428739
829,78.44,79.79,76.83,77.57,8690862
830,77.33,79.1,77.29,78.74,7163121
831,78.17,82.18,77.81,79.2,8775429
832,81.33,82.06,79.08,80.61,16187647
833,82.03,86.68,80.73,84.46,23485530
834,83.88,84.98,82.21,83.12,9708383
835,82.68,85.35,82.4,82.4,7926273
836,82.99,82.99,79.26,79.79,9735101
837,80.93,82.67,79.89,80.52,8542850
838,80.38,80.38,77.85,78.96,6122810
839,80.26,81.35,78.85,79.77,7027040
840,81.01,82,80.19,81.9,5874620
841,82.88,83.6,79.66,81.99,8604502
842,82.73,82.75,77.88,79.28,9634072
843,79.69,80.23,76.31,77.95,8194521
844,76.8,79.85,76.01,78.61,6874522
845,78.7,78.97,76.53,77.93,5551172
846,76.25,76.65,74.01,74.19,8773677
847,73.79,76.06,73.31,75.11,9344465
848,74.54,76.21,73.42,73.6,8011614
849,73.96,75.96,73.1,75.95,6829332
850,75.43,78.96,75.12,77.87,8028819
851,78.5,81.11,77.42,77.97,7351038
852,76.75,77.97,75.4,75.96,5641004
853,76.1,77.04,75.02,75.64,3485111
854,75.03,78.48,74.55,78.39,6705208
855,78.51,79.5,76.75,77.1,5568781
856,77.7,79.1,75.88,77.65,4943146
857,77.72,78.01,76.4,77.99,5073328
858,78.21,84.8,77.49,83.05,10799647
859,82.42,85.45,82.1,84.93,9397696
860,83.31,85.71,83.13,85.68,7604819
861,85.42,86.4,84.57,85.52,5465857
862,86.29,87.95,85.3,87.56,8263699
863,86.75,87.18,85.11,86.36,5602729
864,86.93,87.67,86.17,87.08,4476843
865,87.58,88.56,84.83,86.59,6073764
866,86.3,87.49,85.05,85.69,5013239
867,85.03,85.2,82.01,84.08,6223054
868,82.83,83.3,81,83.18,5401783
869,83.7,83.95,81.28,82.15,5466890
870,82.5,84.3,80.64,82.65,7785114
871,82.81,82.95,81,81.6,5453159
872,82.15,83.46,81.5,82.96,5441504
873,82.41,82.43,78.56,79.15,9745956
874,78.97,79.1,76.25,77.68,7415651
875,78,80.53,77.8,79.27,6081398
876,79.1,82.23,79.03,82.2,7361783
877,81.9,84.14,81.13,83.88,8775789
878,83.87,84.2,82.41,83.03,6271127
879,83.62,84.92,82.47,83.66,7985047
880,84.42,84.5,81.37,81.6,6981982
881,81.11,81.37,78.51,79.32,7219034
882,78.45,78.89,76.54,78.1,7369682
883,78.53,78.69,75.41,75.63,6491924
884,76.46,77.93,75.7,77.36,8541112
885,78.25,78.54,76.82,78.1,6359553
886,77.52,78.82,76.17,77.63,5976111
887,78.07,81.65,78.01,81.47,8051114
888,81.48,82.42,80.42,81.95,4550911
889,83,84.64,82.78,84.55,6340817
890,84.42,86.24,83.72,86.11,5362602
891,85.8,86.5,85.2,85.85,5061142
892,86.27,88.88,86.26,88.23,6059709
893,88.52,89.01,87.4,89.01,7728517
894,88.65,89.23,87.78,88.79,5329527
895,89.84,94.4,89.59,93.87,19162086
896,87.6,88.9,85.5,86.49,19213472
897,86.24,86.49,83.56,84.24,11282175
898,83.84,85.64,82.6,84.98,8774874
899,84.47,85.5,83.52,84.34,6504208
900,85.64,87.25,85.17,86.09,7257205
901,85.76,86.75,84.62,85.76,5887769
902,86.56,88.2,86.56,87.44,6665594
903,87.48,87.48,84.93,85.8,6180160
904,85.64,85.75,83.02,84.29,7281546
905,84.31,84.84,83.05,84.47,4693999
906,84.1,85.96,84.1,85.32,5628191
907,85.01,85.47,83.27,84.44,4440909
908,83.64,84.4,82.45,83.56,5026345
909,83.42,86.6,83.38,85.96,5619570
910,85.72,86.37,84.07,84.6,5714438
911,84.11,84.17,82.78,83.58,4925497
912,81.16,81.78,80.25,81.06,6890795
913,81.41,82.69,80.79,82.12,5884830
914,80.91,83,80.49,83,5173178
915,82.98,84.35,82.66,84.09,5375542
916,84.78,85.06,83.54,85,6131243
917,85.17,85.59,84.24,84.5,4723379
918,84.66,86.34,83.95,84.19,4794573
919,84.1,84.76,83.38,84,3613748
920,84.01,84.85,83.14,84.31,3998522
921,84.78,84.99,82.57,82.76,4620727
922,81.93,81.95,80.35,81.19,5263745
923,80.74,82.42,79,79.16,6246458
924,79.04,80.15,77.8,78.14,6521511
925,78.39,78.96,77.51,78.46,4140403
926,78.27,79.78,77.63,78.87,4672738
927,79.86,81.04,78.87,80.9,7037954
928,80.6,82.63,80.5,82.24,6776288
929,82.33,84.07,82.3,83.85,7024878
930,84.44,84.9,83.76,84.54,6008763
931,83.81,84.57,83.46,83.86,3572198
932,84.17,84.41,82.79,83.55,4453318
933,85.91,90.98,85.9,90.7,13114218
934,90.75,91.19,89,90.44,7873925
935,90.74,91,89.47,90.28,6770503
936,89.69,90.76,88.48,90.56,4211826
937,91.46,94.19,91.1,93.75,8268508
938,92.82,94.5,92.22,92.38,5685737
939,92,92.71,90.77,92.11,5078653
940,91.44,92.25,89.75,90.52,4257438
941,91.04,92.81,90.6,92.21,3508883
942,91.96,92.33,90.1,91.72,4395119
943,92.26,94.17,91.43,93.36,8539171
944,92.5,92.9,90.37,91.04,6645100
945,90.05,91.14,89.58,89.85,5040763
946,90.25,90.93,88.27,88.67,7030859
947,89.33,91.08,88.4,90.91,6964194
948,91.5,94.48,91.15,93.97,7446537
949,94.8,96.72,94.23,95.22,9679473
950,95,95.95,94.26,95.71,4696040
951,96.17,96.25,93.07,93.6,5592819
952,93.83,95.25,93.68,94.83,4721887
953,96.22,97.82,96.02,97.46,5556728
954,95.13,97.06,95.08,96.01,6247458
955,95.3,96.12,93.61,95.32,7040171
956,95.35,96.28,94.25,94.68,6019074
957,95.91,96.1,94.27,94.98,7779453
958,95.27,96.63,92.91,93.42,7761183
959,93.66,94.1,91.7,93.45,16518488
960,111.05,119.65,110.62,118.49,58305777
961,119.21,125.68,118.49,124.64,32271172
962,122.93,124.26,119.42,122.07,20304181
963,121.57,125.12,120.76,121.64,16887612
964,123.9,124.3,120.12,122.58,12820836
965,121.97,122.9,118.21,118.81,13316374
966,118.66,119.5,116.71,118.84,11281917
967,117.67,118.88,116.63,118.37,9481397
968,119,119.25,116.76,117.1,7617909
969,117.46,120.95,116.25,120.61,9091150
970,123,126.98,122.67,126.2,13229961
971,127.11,128.32,125.59,126.67,8633579
972,126.8,130.61,126,130.15,10532558
973,131.08,131.31,128.33,129.91,7435623
974,129.98,132.15,129.98,130.53,7212653
975,131.16,132.99,129.75,132.97,7383213
976,132.12,134.56,130.98,131.59,9018242
977,131.4,131.85,129.32,131.25,7750892
978,130.9,131.41,129.53,131.29,5217567
979,130.54,130.54,128.48,128.99,6000582
980,127.76,129.99,127.41,129.66,6655545
981,131.05,133,131,133,6878046
982,133.57,134.33,132.22,132.94,7319683
983,133.31,134.2,132.4,134.03,5076447
984,130.3,133,129.88,131.74,4422567
985,132.19,136.08,132.16,135.91,10127170
986,136.94,139.35,135.75,138.5,9657579
987,139.15,142.67,138.96,142.25,11797944
988,143.62,145.91,140.77,141.17,16523480
989,143.42,143.45,135.11,137.58,14830864
990,138,139,133.84,134.21,7842080
991,134.3,136.08,132.87,134.11,8006894
992,134.6,134.71,129.82,131.31,12632819
993,132.41,136.19,132.4,135.38,11349588
994,136.07,136.29,133.2,134.15,8051364
995,132.5,132.61,129.35,131.38,10022856
996,130.76,132.46,129.59,130.23,7434131
997,130.93,131.45,127.65,128.36,10261207
998,129.36,130.08,126.9,126.91,8482959
999,127.91,128.79,125.65,128.48,9605358
1000,130.48,133.2,130.19,132.79,9480258
1001,133.76,135.99,132.65,133.75,8257493
1002,134.8,139.05,134.35,138.94,9550603
1003,139.2,139.7,137.54,138.47,5128777
1004,139.75,141.98,138.53,139.31,8769639
1005,141.29,142.58,138.55,139.41,8405872
1006,138.4,138.4,135.28,136.49,6917416
1007,137.09,137.28,134.52,134.52,4524192
1008,136.25,136.61,133.14,133.9,7600543
1009,133.43,135.48,131.81,134.69,8856456
1010,134.6,134.73,131.65,132.25,7180977
1011,132.01,132.32,128.8,130,11030124
1012,130.56,133.68,129.03,133.52,9833829
1013,132.62,132.8,129.21,130.31,8786668
1014,128.99,129.82,126.55,127.35,9098190
1015,127.9,129.71,125.75,129.11,10727856
1016,129.14,130.38,126.4,127.35,9788435
1017,129.18,129.65,127.06,127.14,15382763
1018,126.2,128,124.33,127.61,8900116
1019,127.13,129.2,125.08,125.78,9081533
1020,127.26,128.15,125,126.62,9976146
1021,125.6,127.67,120.76,121.43,11577818
1022,122.1,122.28,118.12,120.31,12031053
1023,120.56,122.98,119.06,119.48,9567607
1024,121.03,123.33,118.8,122.75,14765273
1025,124.43,127.2,122.8,126.03,27293062
1026,129.77,131.85,124.14,125.41,29478976
1027,123.18,124.86,113.82,118.87,37774317
1028,118.79,118.98,114.4,118.12,23084986
1029,117.12,119.61,116.56,119.1,12409012
1030,118.64,120.33,115.74,115.94,12783912
1031,115.88,117.65,114.1,117.39,11027086
1032,119.38,121,116.56,116.83,9898391
1033,118.2,119.09,117,118.03,9227158
1034,118,118.61,116,117.36,6236250
1035,117.21,120.42,116.5,120.09,8344469
1036,118.99,119.94,117.5,119.66,8075533
1037,120.06,120.5,117.18,117.53,8938494
1038,117.08,117.13,115.55,116.31,8947449
1039,115.84,118.51,114.82,118.08,9807497
1040,117.91,119.09,117,117.52,7117494
1041,117.37,118.97,116.18,118.01,6809386
1042,118.01,119.25,116.51,117.24,7069011
1043,117.96,119.8,117.15,119.72,7393039
1044,118.17,118.34,115.85,118.2,9535889
1045,117.88,119.43,117,118.4,5721864
1046,118.85,124.66,117.53,124.54,13300501
1047,125.01,127.35,124.8,125.53,12098298
1048,125.4,126.94,124.43,125.89,6443021
1049,125.96,128.85,125.57,128.53,7509644
1050,129.13,129.45,127.07,128.91,6771126
1051,128.3,130.85,127.71,130.11,5607327
1052,129.59,130.81,127.97,128.82,6071029
1053,129.11,131.17,128.48,130.51,5627431
1054,130.45,133.62,130.36,133.58,7244668
1055,134.2,134.2,131.18,131.82,6151927
1056,131.7,132,128.63,131.13,6329310
1057,131.24,132.29,130.5,131.79,4136434
1058,132.41,132.69,131.22,131.34,4358962
1059,131.02,132.85,130.44,132.76,5024120
1060,133.71,133.71,129.66,130.35,8906225
1061,130.2,130.96,128.64,130.47,5383302
1062,130.89,130.94,128.07,129.26,4213607
1063,128.64,129.4,127.2,128.04,4703238
1064,129.14,136.91,128.04,134.73,16212627
1065,134.9,136.99,133.76,135.06,6575480
1066,135.37,136.63,134.33,135.12,4627668
1067,135.74,138.19,135.36,136.58,6202284
1068,136,136.8,134.48,135.77,4602196
1069,132.85,133.74,130.78,131.49,5817409
1070,131.23,136,131.18,135.56,7950439
1071,135.96,136.08,133.86,134.87,5947297
1072,134.71,141.25,134.71,140.96,12694329
1073,140.72,141.33,139.07,140.06,6014526
1074,140,142.92,139.68,141.2,5446461
1075,141.23,141.98,139.12,140.16,4787008
1076,140.34,144.5,139.2,144.28,7900274
1077,144.55,147.09,144,145.82,7831717
1078,144.88,147.17,141.45,142.17,8401062
1079,142.35,143.67,139.13,142.43,6023117
1080,143.83,144.64,142.1,144.2,4314512
1081,145.17,149,143.52,146.43,7374343
1082,147.01,151.09,145.88,150.09,15165734
1083,145.38,149.09,142.42,143.63,18981078
1084,143.2,147.73,142.9,147.11,9319997
1085,145.55,146.44,141.11,142.02,8641245
1086,142.59,142.75,138.69,139.35,9236364
1087,140.09,142.45,139.79,141.73,6314873
1088,141.4,141.4,136.91,137.1,6113453
1089,137.2,139.44,136.11,137.49,5662833
1090,135.62,135.81,128.38,129.83,12670239
1091,128,131.61,127.55,130.93,9462155
1092,130,132.33,120.6,128.71,10195596
1093,127.97,131.18,123.76,124.98,11936041
1094,129.73,132.21,129.26,131.29,6806846
1095,129.95,133.08,128.47,130.46,6047677
1096,131.41,134.13,129.68,133.87,5905373
1097,133.93,136.99,131,131.47,5940987
1098,130.36,131,126.76,128.53,5277824
1099,128.24,129.95,125.8,128.91,5642751
1100,130.14,131.25,125.51,126.28,5258767
1101,125.51,127.93,123.8,124.59,6464521
1102,122.64,125,118.78,119.71,8594302
1103,117.9,124.97,117.52,122.72,7968396
1104,122.57,124.5,120.65,122.12,4544265
1105,118.54,125.19,118.5,124.86,7121633
1106,125.05,125.79,122.3,123.21,6968764
1107,124.98,126.85,120.6,126.7,4748544
1108,126.07,127.6,124.01,125.46,3955852
1109,124.97,126.57,123.02,123.24,3659489
1110,124.02,126.43,121.65,126.31,4764623
1111,126.25,129.15,124.85,128.76,5277304
1112,126.33,128.2,122.18,122.77,5497625
1113,125.84,126.61,121.67,122.01,6574503
1114,122,122,115.8,118.84,11517726
1115,120.31,121.47,117.36,117.91,7371717
1116,120,123.5,119.2,123.21,6061755
1117,121.39,123.53,120.29,123.03,4205811
1118,124.24,125.7,123.5,123.83,3922912
1119,123.2,126.92,122.5,126.84,4541551
1120,125.39,127.98,125.36,126.9,3964437
1121,126.74,127.8,124.69,125.89,3480029
1122,126.48,127.48,125.07,125.83,3840699
1123,126.79,127.48,121.41,122.55,5327679
1124,122.65,125.23,121.55,122.31,6207395
1125,122.11,123.22,120.04,121.45,5455131
1126,120.61,120.85,116.8,118.33,7771960
1127,118.14,121.76,117.63,121,5770282
1128,118.85,120.04,117.1,117.8,5612525
1129,116.26,116.48,106.01,108.61,12866217
1130,108.58,112.68,108.11,109.26,9740934
1131,108.9,111.69,106.7,110.96,8530344
1132,110.92,111.29,108.56,109.14,4477303
1133,110.65,112.53,109,110.06,5219408
1134,109.84,113.63,109.81,113.43,4944961
1135,115.02,117.48,114.07,116.22,6776483
1136,116.55,117.4,114.65,117.26,4065036
1137,117.81,119.7,117.32,119.51,4783737
1138,120.69,124.88,120.3,123.65,7091088
1139,123.03,123.75,121.47,123.3,5257540
1140,120.13,122.48,119.26,122.06,6051125
1141,121.28,121.92,118.01,118.49,6227899
1142,118.38,120.74,117,119.94,5030817
1143,120.61,120.71,117.51,120.1,6785727
1144,120.62,121.25,117.26,117.43,5011618
1145,118.71,120.87,118.02,120.07,15003327
1146,105.92,119.28,105.8,118.87,42421074
1147,118.26,118.6,114.88,118.4,11137741
1148,118.43,118.5,115.07,117.13,7796020
1149,117,118.2,116.4,117.13,5472256
1150,117.99,118.87,115.52,116.86,6184850
1151,115.53,118.74,114.51,117.89,7083180
1152,119.15,120.38,117.57,120.07,5482619
1153,120,122.87,119.68,122.42,5962926
1154,123.06,128.47,123,127.58,9275063
1155,126.77,128,125.82,127.83,4282297
1156,126.72,128.4,125.9,128.32,5065977
1157,128.46,129.93,127.85,128.83,5087069
1158,127.95,130,127.38,130,5706813
1159,128.1,128.12,125.2,125.89,5542390
1160,123.76,127,123.55,126.56,4368459
1161,126.06,127.48,124.26,124.69,3983580
1162,123.61,127.37,123.04,126.07,4027614
1163,127.34,129.98,126.79,128.86,5045092
1164,129.25,130.81,128.26,129.65,7902371
1165,129.22,130.02,126.82,127.57,5582487
1166,127.2,128.04,126.02,127.76,4172548
1167,127.86,129.22,126.5,126.6,3867811
1168,125.41,125.44,123.18,124.53,5369619
1169,123.85,127.37,123.83,126.85,5346447
1170,127.15,127.59,124.82,124.86,4699222
1171,125.46,126.64,122.25,126.64,5080505
1172,126.03,126.95,123.69,123.79,3430965
1173,122.85,125.9,122.5,124.83,4226620
1174,126.36,132.6,126.17,132.49,7138237
1175,132.17,135.21,132.05,135.21,5407347
1176,136.89,139.5,136.62,138.79,6590809
1177,137.56,138.6,136.89,137.22,3887333
1178,137.93,139.7,136.45,139.14,5832513
1179,140.39,141.37,139.26,140.38,4966544
1180,140.75,142.6,140.04,142.44,5044666
1181,144.07,145.74,143.76,145.07,5083219
1182,144.5,146.7,143.83,145.75,4323591
1183,144.88,145.62,143.56,145.45,4905675
1184,145.4,148.23,145.16,148.13,5826973
1185,148.9,148.98,146.5,148.32,7262649
1186,148.7,151.95,147.35,151.3,6456145
1187,150.76,153.31,149.6,150.73,7546662
1188,149.84,152.7,149.1,151.83,6618751
1189,151.2,155.92,150.97,152.85,7066939
1190,155.43,160.89,155.42,160.73,10590503
1191,160.22,161.2,157.88,159.37,6453678
1192,159.84,160.88,154.89,159.7,8494910
1193,159.03,161.78,157.75,158.99,7290539
1194,160.01,160.93,155.6,157.06,7606104
1195,157.08,157.44,152.2,153.71,8691126
1196,153.95,155.96,152.79,155.39,5354314
1197,157.08,161.21,157.01,160.87,5620928
1198,160.6,160.68,154.6,155.4,6060796
1199,156.51,157.4,153.39,156.27,4635900
1200,155.18,156.28,152.78,155.55,6922014
1201,154.89,156.63,152.34,153.03,4486390
1202,152.51,156.95,151.4,156.48,5289793
1203,156.69,156.79,153.85,155.17,5637813
1204,155.16,156.95,154.23,155.53,4032909
1205,158.42,164.88,156.75,164.64,10135456
1206,165,165.19,161.82,163.56,6338544
1207,160.68,162.8,157,158.67,7531854
1208,158.78,159.87,156.57,158.67,5790387
1209,162.67,166.13,161.29,164.97,13585342
1210,162.45,170.17,162.27,169.13,16322252
1211,171.57,171.99,168.32,169,6534224
1212,167.57,171,167.5,169.95,4693643
1213,168.91,169.75,166.54,167.51,5729134
1214,168.31,168.49,165.05,166.84,4688210
1215,165.8,168.5,164.81,165.23,4998465
1216,164.45,164.58,161.52,162.58,5245249
1217,163.75,165.94,163.36,164.61,4264710
1218,165.4,168.61,162.29,168.47,6119680
1219,169.86,172.53,168.4,168.93,7402048
1220,169.35,171.65,168.59,170.77,5218668
1221,170.84,173.2,168.78,171.99,5710955
1222,172.67,173.14,169.06,170.27,3980867
1223,170.59,173.37,169.41,173.33,5450045
1224,171,172.05,169.42,170.37,5697867
1225,170.12,171.26,165.05,165.68,7167318
1226,165.16,165.35,158.56,158.9,9648534
1227,158.74,160.91,156.77,157.78,6573783
1228,157.84,160.85,157.55,158.35,4527206
1229,160.74,165,160.74,164.17,6230844
1230,163.95,164.99,162.84,164.82,4466200
1231,165.1,170.6,165,170.39,6149610
1232,168.61,168.81,164.62,168.2,6472593
1233,171.53,177.89,171.53,177.25,10055739
1234,177.36,178.38,176.16,177.2,4272138
1235,179.99,181.84,177.57,179.49,9699540
1236,176.95,177.7,174.9,175.4,6767225
1237,179.16,179.32,176,176.55,5778757
1238,176.86,177.45,173.92,176.53,5541683
1239,175.5,176.4,174.05,175.68,4909659
1240,175.52,178.43,174.6,178.05,5663482
1241,180.5,181.47,176.57,176.77,5079928
1242,177.49,178.16,175.2,176.29,3735998
1243,177.77,178.11,173.8,174.85,4555974
1244,174.88,175.95,173.36,175.62,3566523
1245,176.33,177.94,173.73,174.25,4206511
1246,174.28,175.76,173.09,173.94,3689528
1247,173.72,179,173.59,175.57,5817620
1248,175.58,178.3,175.04,178.04,4123222
1249,178.41,178.75,177.02,177.58,4508074
1250,179.27,183.98,178.04,183.29,8735272
1251,183.88,185.65,182.6,184.75,5112753
1252,185,185.45,184.11,184.76,2580840
1253,184.34,184.98,181.89,182.59,3359880
1254,181.9,183.14,180.45,182.14,2249734
1255,182.1,182.77,181.05,181.09,1975718
1256,181.8,184.35,180.41,183.37,3122379
1257,183.92,184.55,182.75,182.75,1961549
1258,181.96,182.3,179.51,180,3453895
1259,181.37,186,181.21,184.22,5333813
1260,186.15,187.7,183.78,185.01,5034775
1261,184.1,187.45,184.07,187.42,3418779
1262,186.5,187.41,185.25,185.86,3179610
1263,187.88,188.45,183.74,185.49,5222815
1264,185.04,185.29,182.51,184.68,3376678
1265,185.42,186,183.21,184.34,2815814
1266,185.36,185.38,183.3,184.08,2679087
1267,183.6,186.45,183.51,185.53,3368768
1268,185.5,188.94,184.92,188.75,3664965
1269,188.66,191.6,188.25,191.25,3901726
1270,190.9,191,186.21,186.87,3889410
1271,185.29,186.85,181,181.96,5717568
1272,183,183.25,176.84,177.42,6812240
1273,177.95,178.49,174.15,176.85,5602345
